ip,timestamp,method,url,path,query,protocol,status,size,response_time,referer,user_agent,decoded_url,decoded_query,body,decoded_body,content_type,is_json_payload,json_depth,param_count_body,attack_type,existing_label,label,label_source,request_hash
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=filter%253Dactive%2526page%253D16&Submit=Submit,/vulnerabilities/sqli/,id=filter%253Dactive%2526page%253D16&Submit=Submit,HTTP/1.1,200,4420,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?id=filter%3Dactive%26page%3D16&Submit=Submit,id=filter%3Dactive%26page%3D16&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,49e0131cc4b3bd356853ca0ec5ae3f13
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/vulnerabilities/sqli_blind/,/vulnerabilities/sqli_blind/,,HTTP/1.1,200,896,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli_blind/,,name=John+Doe&email=john%40example.com,name=John Doe&email=john@example.com,application/x-www-form-urlencoded,0,0,2,normal,0,0,existing_log_label,b142fad2d86203ee43151eede47d2761
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id%3D12&Submit=Submit,/vulnerabilities/sqli/,id%3D12&Submit=Submit,HTTP/1.1,200,2972,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?id=12&Submit=Submit,id=12&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,4fd08c3d9a5ba1c98d47ad1f936120ae
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D42&qty%3D1,/vulnerabilities/sqli/,product_id%3D42&qty%3D1,HTTP/1.1,200,3488,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?product_id=42&qty=1,product_id=42&qty=1,,,,0,0,0,normal,0,0,existing_log_label,62e0f34e1b7e45bd0010426cc5bae3d3
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?title%3DMachine_learning&submit%3DSearch,/vulnerabilities/sqli/,title%3DMachine_learning&submit%3DSearch,HTTP/1.1,200,4485,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?title=Machine_learning&submit=Search,title=Machine_learning&submit=Search,,,,0,0,0,normal,0,0,existing_log_label,b1c3af4ef01fbd5cb8dc851fd8f70279
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/search.php,/search.php,,HTTP/1.1,200,3897,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/search.php,,category=clothing&sort=price_desc,category=clothing&sort=price_desc,application/x-www-form-urlencoded,0,0,2,normal,0,0,existing_log_label,04b6588d7147b867d143931ef429e3b1
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=page%253D9%2526limit%253D10&Submit=Submit,/vulnerabilities/sqli/,id=page%253D9%2526limit%253D10&Submit=Submit,HTTP/1.1,200,4029,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?id=page%3D9%26limit%3D10&Submit=Submit,id=page%3D9%26limit%3D10&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,8ed5e0452a878380c994368793e74a11
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?article_id%3D12%26author%3Dbob_smith,/vulnerabilities/sqli/,article_id%3D12%26author%3Dbob_smith,HTTP/1.1,200,3385,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?article_id=12&author=bob_smith,article_id=12&author=bob_smith,,,,0,0,0,normal,0,0,existing_log_label,2738b42510dbf5e9994dd3cee64f420b
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/vulnerabilities/sqli/,/vulnerabilities/sqli/,,HTTP/1.1,200,3666,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/,,category%3Dclothing&sort=price_asc,category=clothing&sort=price_asc,application/x-www-form-urlencoded,0,0,1,normal,0,0,existing_log_label,d1313e053753ec56e783fcdbf1851603
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=title%253DWeb_app%2526submit%253DSearch&Submit=Submit,/vulnerabilities/sqli/,id=title%253DWeb_app%2526submit%253DSearch&Submit=Submit,HTTP/1.1,200,4003,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?id=title%3DWeb_app%26submit%3DSearch&Submit=Submit,id=title%3DWeb_app%26submit%3DSearch&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,acc48d01789e75270ebea9de628c58d7
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query%3Dcybersecurity%26lang%3Den,/vulnerabilities/sqli/,query%3Dcybersecurity%26lang%3Den,HTTP/1.1,200,2056,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?query=cybersecurity&lang=en,query=cybersecurity&lang=en,,,,0,0,0,normal,0,0,existing_log_label,bfa222a32a95750048287e410e8e3039
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query%3Dbook%26lang%3Den,/vulnerabilities/sqli/,query%3Dbook%26lang%3Den,HTTP/1.1,200,3916,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?query=book&lang=en,query=book&lang=en,,,,0,0,0,normal,0,0,existing_log_label,2619b2d9ae1257cf0c7680582dd29cba
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D45%26qty%3D1,/vulnerabilities/sqli/,product_id%3D45%26qty%3D1,HTTP/1.1,200,1955,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?product_id=45&qty=1,product_id=45&qty=1,,,,0,0,0,normal,0,0,existing_log_label,28838e7c8d393787ea2560c133d8fc8e
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?book_title=O'Connor%27s+Guide,/vulnerabilities/sqli/,book_title=O'Connor%27s+Guide,HTTP/1.1,200,3374,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?book_title=O'Connor's Guide,book_title=O'Connor's Guide,,,,0,0,0,normal,0,0,existing_log_label,54d8fb98404d6382f0830e6c72c30244
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?page=14&limit=10,/vulnerabilities/sqli/,page=14&limit=10,HTTP/1.1,200,2995,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?page=14&limit=10,page=14&limit=10,,,,0,0,0,normal,0,0,existing_log_label,d4f964a6e4f2143991feb1ddd5a1ee80
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?comment%3DUser%27s%2Bfeedback%2Btext,/vulnerabilities/sqli/,comment%3DUser%27s%2Bfeedback%2Btext,HTTP/1.1,200,3486,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?comment=User's+feedback+text,comment=User's+feedback+text,,,,0,0,0,normal,0,0,existing_log_label,06a1ac6f2c7f0dd6356603e519e39149
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=comment%253DUser%2527s%252Bfeedback%252Btext&Submit=Submit,/vulnerabilities/sqli/,id=comment%253DUser%2527s%252Bfeedback%252Btext&Submit=Submit,HTTP/1.1,200,2054,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?id=comment%3DUser%27s%2Bfeedback%2Btext&Submit=Submit,id=comment%3DUser%27s%2Bfeedback%2Btext&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,453ce15e6aefc2d7aba2ab6c2d0ea45c
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?user%3Dguest,/vulnerabilities/sqli/,user%3Dguest,HTTP/1.1,200,3121,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?user=guest,user=guest,,,,0,0,0,normal,0,0,existing_log_label,689c8e33da2f59bb70b3ac2cfe5c016b
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?category%3Dhome&sort%3Dname_asc,/vulnerabilities/sqli/,category%3Dhome&sort%3Dname_asc,HTTP/1.1,200,3304,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?category=home&sort=name_asc,category=home&sort=name_asc,,,,0,0,0,normal,0,0,existing_log_label,049c88caa11dbc13610a665bc460116f
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=date%253D2026-09-08%2526status%253Dactive&Submit=Submit,/vulnerabilities/sqli/,id=date%253D2026-09-08%2526status%253Dactive&Submit=Submit,HTTP/1.1,200,3678,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?id=date%3D2026-09-08%26status%3Dactive&Submit=Submit,id=date%3D2026-09-08%26status%3Dactive&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,c6a135f8f5e76fe6b33fad4f90bde8ac
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?comment%3DUser%27s+feedback+text,/vulnerabilities/sqli/,comment%3DUser%27s+feedback+text,HTTP/1.1,200,631,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?comment=User's feedback text,comment=User's feedback text,,,,0,0,0,normal,0,0,existing_log_label,3a37b988057cd742f8d18bab7c16c15c
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?filter%3Dactive%26page%3D20,/vulnerabilities/sqli/,filter%3Dactive%26page%3D20,HTTP/1.1,200,771,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?filter=active&page=20,filter=active&page=20,,,,0,0,0,normal,0,0,existing_log_label,bb23af1c5c335ba00ad108708119613e
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D15%26qty%3D1,/vulnerabilities/sqli/,product_id%3D15%26qty%3D1,HTTP/1.1,200,2823,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?product_id=15&qty=1,product_id=15&qty=1,,,,0,0,0,normal,0,0,existing_log_label,6bb0de564af8411606f96071c93875ff
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query=book&lang=en,/vulnerabilities/sqli/,query=book&lang=en,HTTP/1.1,200,3184,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?query=book&lang=en,query=book&lang=en,,,,0,0,0,normal,0,0,existing_log_label,2619b2d9ae1257cf0c7680582dd29cba
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?search=web_app,/vulnerabilities/sqli/,search=web_app,HTTP/1.1,200,4245,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?search=web_app,search=web_app,,,,0,0,0,normal,0,0,existing_log_label,77f35fe05bde974080da092b5e4db0c2
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=book_title%253DO%2527Connor%2527s%252BGuide&Submit=Submit,/vulnerabilities/sqli/,id=book_title%253DO%2527Connor%2527s%252BGuide&Submit=Submit,HTTP/1.1,200,1584,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?id=book_title%3DO%27Connor%27s%2BGuide&Submit=Submit,id=book_title%3DO%27Connor%27s%2BGuide&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,31393a0cd6093c72aa2e56c9cdcd030b
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=page%253D15%2526limit%253D10&Submit=Submit,/vulnerabilities/sqli/,id=page%253D15%2526limit%253D10&Submit=Submit,HTTP/1.1,200,2799,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?id=page%3D15%26limit%3D10&Submit=Submit,id=page%3D15%26limit%3D10&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,b016fd37b1af4b0dd7f086841e7845c6
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?page=6&limit=10,/vulnerabilities/sqli/,page=6&limit=10,HTTP/1.1,200,2894,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?page=6&limit=10,page=6&limit=10,,,,0,0,0,normal,0,0,existing_log_label,8156b77b1be63433372d120779829b3b
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D6&qty%3D1,/vulnerabilities/sqli/,product_id%3D6&qty%3D1,HTTP/1.1,200,2135,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?product_id=6&qty=1,product_id=6&qty=1,,,,0,0,0,normal,0,0,existing_log_label,b8dee3bcf8cd672310a64274bb7b94dc
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/vulnerabilities/sqli/,/vulnerabilities/sqli/,,HTTP/1.1,200,2587,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/,,tag=news,tag=news,application/x-www-form-urlencoded,0,0,1,normal,0,0,existing_log_label,c3bba5cf31880ef99399be20061cb474
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?tag%3Ddev,/vulnerabilities/sqli/,tag%3Ddev,HTTP/1.1,200,692,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?tag=dev,tag=dev,,,,0,0,0,normal,0,0,existing_log_label,e520f12654ac33a53705f2809d2df6e2
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=category%253Dtoys%2526sort%253Dprice_desc&Submit=Submit,/vulnerabilities/sqli/,id=category%253Dtoys%2526sort%253Dprice_desc&Submit=Submit,HTTP/1.1,200,1155,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?id=category%3Dtoys%26sort%3Dprice_desc&Submit=Submit,id=category%3Dtoys%26sort%3Dprice_desc&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,173630e0792e37fd0db2e48eae2a9d1b
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?page=31&limit=10,/vulnerabilities/sqli/,page=31&limit=10,HTTP/1.1,200,760,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?page=31&limit=10,page=31&limit=10,,,,0,0,0,normal,0,0,existing_log_label,32549c795329227daf81ccb4290da8cd
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?article_id%3D7%26author%3Djohn_doe,/vulnerabilities/sqli/,article_id%3D7%26author%3Djohn_doe,HTTP/1.1,200,2417,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?article_id=7&author=john_doe,article_id=7&author=john_doe,,,,0,0,0,normal,0,0,existing_log_label,d115d183502f95e5f3c438026ec785e5
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=category%253Dhome%2526sort%253Dprice_desc&Submit=Submit,/vulnerabilities/sqli/,id=category%253Dhome%2526sort%253Dprice_desc&Submit=Submit,HTTP/1.1,200,2766,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/vulnerabilities/sqli/?id=category%3Dhome%26sort%3Dprice_desc&Submit=Submit,id=category%3Dhome%26sort%3Dprice_desc&Submit=Submit,,,,0,0,0,normal,0,0,existing_log_label,2f5f118993f10cf5322248101da962e0
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?name%3DJohn+Doe&email=john%40example.com,/vulnerabilities/sqli/,name%3DJohn+Doe&email=john%40example.com,HTTP/1.1,200,969,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/vulnerabilities/sqli/?name=John Doe&email=john@example.com,name=John Doe&email=john@example.com,,,,0,0,0,normal,0,0,existing_log_label,d0fd49802b3d1cd4929d9571696f1a25
192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query%3Dphone&lang%3Den,/vulnerabilities/sqli/,query%3Dphone&lang%3Den,HTTP/1.1,200,3575,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/vulnerabilities/sqli/?query=phone&lang=en,query=phone&lang=en,,,,0,0,0,normal,0,0,existing_log_label,dbfc975640598a90db079a1b9208e39b
