url_length,path_length,query_length,body_length,is_json_payload,json_depth,param_count_body,number_of_parameters,parameter_name_count,encoded_character_count,percent_encoded_count,single_quote_count,double_quote_count,semicolon_count,comma_count,parenthesis_count,dash_count,hash_count,asterisk_count,slash_count,equal_count,plus_count,whitespace_count,keyword_select,keyword_union,keyword_from,keyword_where,keyword_or,keyword_and,keyword_insert,keyword_update,keyword_delete,keyword_drop,keyword_alter,keyword_create,keyword_table,keyword_information_schema,keyword_sleep,keyword_benchmark,keyword_version,has_union_select,has_tautology,has_sql_comment,has_quote,has_subquery,has_information_schema,has_sleep,has_benchmark,has_if_function,has_case_when,has_exists,has_substring,has_ascii,has_length,has_database_function,has_version_function,has_system_variable,has_error_based_pattern,has_error_condition,nested_select_count,sql_function_count,comparison_count,logical_operator_count,method_get,method_post,status_code,is_error_response,response_size,response_time,ip_request_count,ip_unique_path_count,ip_unique_query_count,text,ip,timestamp,method,url,path,query,decoded_query,attack_type,label,label_source,request_hash
28,28,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,200,0,896,1,13115,10,6928,name=John Doe&email=john@example.com,192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/vulnerabilities/sqli_blind/,/vulnerabilities/sqli_blind/,,,normal,0,existing_log_label,b142fad2d86203ee43151eede47d2761
44,22,21,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2972,1,13115,10,6928,id=12&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id%3D12&Submit=Submit,/vulnerabilities/sqli/,id%3D12&Submit=Submit,id=12&Submit=Submit,normal,0,existing_log_label,4fd08c3d9a5ba1c98d47ad1f936120ae
46,22,23,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,3488,0,13115,10,6928,product_id=42&qty=1,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D42&qty%3D1,/vulnerabilities/sqli/,product_id%3D42&qty%3D1,product_id=42&qty=1,normal,0,existing_log_label,62e0f34e1b7e45bd0010426cc5bae3d3
63,22,40,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,4485,1,13115,10,6928,title=Machine_learning&submit=Search,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?title%3DMachine_learning&submit%3DSearch,/vulnerabilities/sqli/,title%3DMachine_learning&submit%3DSearch,title=Machine_learning&submit=Search,normal,0,existing_log_label,b1c3af4ef01fbd5cb8dc851fd8f70279
11,11,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,200,0,3897,0,13115,10,6928,category=clothing&sort=price_desc,192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/search.php,/search.php,,,normal,0,existing_log_label,04b6588d7147b867d143931ef429e3b1
67,22,44,0,0,0,0,2,8,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,4029,0,13115,10,6928,id=page%3D9%26limit%3D10&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=page%253D9%2526limit%253D10&Submit=Submit,/vulnerabilities/sqli/,id=page%253D9%2526limit%253D10&Submit=Submit,id=page%3D9%26limit%3D10&Submit=Submit,normal,0,existing_log_label,8ed5e0452a878380c994368793e74a11
59,22,36,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,3385,0,13115,10,6928,article_id=12&author=bob_smith,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?article_id%3D12%26author%3Dbob_smith,/vulnerabilities/sqli/,article_id%3D12%26author%3Dbob_smith,article_id=12&author=bob_smith,normal,0,existing_log_label,2738b42510dbf5e9994dd3cee64f420b
22,22,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,200,0,3666,0,13115,10,6928,category=clothing&sort=price_asc,192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/vulnerabilities/sqli/,/vulnerabilities/sqli/,,,normal,0,existing_log_label,d1313e053753ec56e783fcdbf1851603
79,22,56,0,0,0,0,2,8,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,4003,1,13115,10,6928,id=title%3DWeb_app%26submit%3DSearch&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=title%253DWeb_app%2526submit%253DSearch&Submit=Submit,/vulnerabilities/sqli/,id=title%253DWeb_app%2526submit%253DSearch&Submit=Submit,id=title%3DWeb_app%26submit%3DSearch&Submit=Submit,normal,0,existing_log_label,acc48d01789e75270ebea9de628c58d7
56,22,33,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2056,1,13115,10,6928,query=cybersecurity&lang=en,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query%3Dcybersecurity%26lang%3Den,/vulnerabilities/sqli/,query%3Dcybersecurity%26lang%3Den,query=cybersecurity&lang=en,normal,0,existing_log_label,bfa222a32a95750048287e410e8e3039
47,22,24,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,3916,0,13115,10,6928,query=book&lang=en,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query%3Dbook%26lang%3Den,/vulnerabilities/sqli/,query%3Dbook%26lang%3Den,query=book&lang=en,normal,0,existing_log_label,2619b2d9ae1257cf0c7680582dd29cba
48,22,25,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,1955,1,13115,10,6928,product_id=45&qty=1,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D45%26qty%3D1,/vulnerabilities/sqli/,product_id%3D45%26qty%3D1,product_id=45&qty=1,normal,0,existing_log_label,28838e7c8d393787ea2560c133d8fc8e
52,22,29,0,0,0,0,1,10,1,1,2,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,3374,0,13115,10,6928,book_title=O'Connor's Guide,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?book_title=O'Connor%27s+Guide,/vulnerabilities/sqli/,book_title=O'Connor%27s+Guide,book_title=O'Connor's Guide,normal,0,existing_log_label,54d8fb98404d6382f0830e6c72c30244
39,22,16,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2995,0,13115,10,6928,page=14&limit=10,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?page=14&limit=10,/vulnerabilities/sqli/,page=14&limit=10,page=14&limit=10,normal,0,existing_log_label,d4f964a6e4f2143991feb1ddd5a1ee80
59,22,36,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,3486,0,13115,10,6928,comment=User's+feedback+text,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?comment%3DUser%27s%2Bfeedback%2Btext,/vulnerabilities/sqli/,comment%3DUser%27s%2Bfeedback%2Btext,comment=User's+feedback+text,normal,0,existing_log_label,06a1ac6f2c7f0dd6356603e519e39149
84,22,61,0,0,0,0,2,8,4,4,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2054,1,13115,10,6928,id=comment%3DUser%27s%2Bfeedback%2Btext&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=comment%253DUser%2527s%252Bfeedback%252Btext&Submit=Submit,/vulnerabilities/sqli/,id=comment%253DUser%2527s%252Bfeedback%252Btext&Submit=Submit,id=comment%3DUser%27s%2Bfeedback%2Btext&Submit=Submit,normal,0,existing_log_label,453ce15e6aefc2d7aba2ab6c2d0ea45c
35,22,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,3121,0,13115,10,6928,user=guest,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?user%3Dguest,/vulnerabilities/sqli/,user%3Dguest,user=guest,normal,0,existing_log_label,689c8e33da2f59bb70b3ac2cfe5c016b
54,22,31,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,3304,0,13115,10,6928,category=home&sort=name_asc,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?category%3Dhome&sort%3Dname_asc,/vulnerabilities/sqli/,category%3Dhome&sort%3Dname_asc,category=home&sort=name_asc,normal,0,existing_log_label,049c88caa11dbc13610a665bc460116f
81,22,58,0,0,0,0,2,8,3,3,0,0,0,0,0,2,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,3678,0,13115,10,6928,id=date%3D2026-09-08%26status%3Dactive&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=date%253D2026-09-08%2526status%253Dactive&Submit=Submit,/vulnerabilities/sqli/,id=date%253D2026-09-08%2526status%253Dactive&Submit=Submit,id=date%3D2026-09-08%26status%3Dactive&Submit=Submit,normal,0,existing_log_label,c6a135f8f5e76fe6b33fad4f90bde8ac
55,22,32,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,631,0,13115,10,6928,comment=User's feedback text,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?comment%3DUser%27s+feedback+text,/vulnerabilities/sqli/,comment%3DUser%27s+feedback+text,comment=User's feedback text,normal,0,existing_log_label,3a37b988057cd742f8d18bab7c16c15c
50,22,27,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,771,0,13115,10,6928,filter=active&page=20,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?filter%3Dactive%26page%3D20,/vulnerabilities/sqli/,filter%3Dactive%26page%3D20,filter=active&page=20,normal,0,existing_log_label,bb23af1c5c335ba00ad108708119613e
48,22,25,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2823,0,13115,10,6928,product_id=15&qty=1,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D15%26qty%3D1,/vulnerabilities/sqli/,product_id%3D15%26qty%3D1,product_id=15&qty=1,normal,0,existing_log_label,6bb0de564af8411606f96071c93875ff
41,22,18,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,3184,0,13115,10,6928,query=book&lang=en,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?query=book&lang=en,/vulnerabilities/sqli/,query=book&lang=en,query=book&lang=en,normal,0,existing_log_label,2619b2d9ae1257cf0c7680582dd29cba
37,22,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,4245,0,13115,10,6928,search=web_app,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?search=web_app,/vulnerabilities/sqli/,search=web_app,search=web_app,normal,0,existing_log_label,77f35fe05bde974080da092b5e4db0c2
83,22,60,0,0,0,0,2,8,4,4,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,1584,0,13115,10,6928,id=book_title%3DO%27Connor%27s%2BGuide&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=book_title%253DO%2527Connor%2527s%252BGuide&Submit=Submit,/vulnerabilities/sqli/,id=book_title%253DO%2527Connor%2527s%252BGuide&Submit=Submit,id=book_title%3DO%27Connor%27s%2BGuide&Submit=Submit,normal,0,existing_log_label,31393a0cd6093c72aa2e56c9cdcd030b
68,22,45,0,0,0,0,2,8,3,3,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2799,0,13115,10,6928,id=page%3D15%26limit%3D10&Submit=Submit,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?id=page%253D15%2526limit%253D10&Submit=Submit,/vulnerabilities/sqli/,id=page%253D15%2526limit%253D10&Submit=Submit,id=page%3D15%26limit%3D10&Submit=Submit,normal,0,existing_log_label,b016fd37b1af4b0dd7f086841e7845c6
38,22,15,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2894,1,13115,10,6928,page=6&limit=10,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?page=6&limit=10,/vulnerabilities/sqli/,page=6&limit=10,page=6&limit=10,normal,0,existing_log_label,8156b77b1be63433372d120779829b3b
45,22,22,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,2135,0,13115,10,6928,product_id=6&qty=1,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?product_id%3D6&qty%3D1,/vulnerabilities/sqli/,product_id%3D6&qty%3D1,product_id=6&qty=1,normal,0,existing_log_label,b8dee3bcf8cd672310a64274bb7b94dc
22,22,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,200,0,2587,0,13115,10,6928,tag=news,192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/vulnerabilities/sqli/,/vulnerabilities/sqli/,,,normal,0,existing_log_label,c3bba5cf31880ef99399be20061cb474
32,22,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,692,0,13115,10,6928,tag=dev,192.168.145.135,12/Sep/2026:14:16:10 +0700,GET,/vulnerabilities/sqli/?tag%3Ddev,/vulnerabilities/sqli/,tag%3Ddev,tag=dev,normal,0,existing_log_label,e520f12654ac33a53705f2809d2df6e2
